,output_file,content,restriction,sub_content
37,11, 精细化工：催化剂、助剂及石油添加剂新产品、新技术，染（颜）料商品化加工技术，电子、造纸用高科技化学品，食品添加剂、饲料添加剂，皮革化学品、油田助剂，表面活性剂，水处理剂，胶粘剂，无机纤维、无机粉体填料生产,, 精细化工：催化剂、助剂及石油添加剂新产品、新技术，染（颜）料商品化加工技术，电子、造纸用高科技化学品，食品添加剂、饲料添加剂，皮革化学品、油田助剂，表面活性剂，水处理剂，胶粘剂，无机纤维、无机粉体填料生产
38,12, 纺织及化纤抽丝用助剂、油剂、染化料生产,, 纺织及化纤抽丝用助剂、油剂、染化料生产
39,13, 车尾气净化剂、催化剂及其他助剂生产,, 车尾气净化剂、催化剂及其他助剂生产
40,14, 天然香料、合成香料、单离香料生产,, 天然香料、合成香料、单离香料生产
41,15, 高性能涂料生产,, 高性能涂料生产
42,16, 氯化法钛白粉生产,, 氯化法钛白粉生产
43,17, 氟氯烃替代物生产,, 氟氯烃替代物生产
44,18, 大型煤化工产品生产,, 大型煤化工产品生产
45,19, 林业化学产品新技术、新产品开发与生产,, 林业化学产品新技术、新产品开发与生产
46,20, 烧碱用离子膜生产,, 烧碱用离子膜生产
47,21, 生物肥料、高浓度化肥（钾肥、磷肥）、复合肥料生产,, 生物肥料、高浓度化肥（钾肥、磷肥）、复合肥料生产
48,22, 高效、低毒和低残留的化学农药原药新品种开发与生产,, 高效、低毒和低残留的化学农药原药新品种开发与生产
49,23, 生物农药开发与生产,, 生物农药开发与生产
50,24, 环保用无机、有机和生物膜开发与生产,, 环保用无机、有机和生物膜开发与生产
51,25, 废气、废液、废渣综合利用和处理、处置,, 废气、废液、废渣综合利用和处理、处置
52,（九 ),医药制造业 ,,医药制造业 
53,1, 我国专利或行政保护的原料药及需进口的化学原料药生产,, 我国专利或行政保护的原料药及需进口的化学原料药生产
54,2, 维生素类：烟酸生产,, 维生素类：烟酸生产
55,3, 氨基酸类：丝氨酸、色氨酸、组氨酸等生产,, 氨基酸类：丝氨酸、色氨酸、组氨酸等生产
56,4, 采用新技术设备生产解热镇痛药,, 采用新技术设备生产解热镇痛药
57,5, 新型抗癌药物及新型心脑血管药生产,, 新型抗癌药物及新型心脑血管药生产
58,6, 新型、高效、经济的避孕药具生产,, 新型、高效、经济的避孕药具生产
59,7, 采用生物工程技术生产的新型药物生产,, 采用生物工程技术生产的新型药物生产
60,8, 基因工程疫苗生产（艾滋病疫苗、丙肝疫苗、避孕疫苗等）,, 基因工程疫苗生产（艾滋病疫苗、丙肝疫苗、避孕疫苗等）
61,9, 海洋药物开发与生产,, 海洋药物开发与生产
62,10, 艾滋病及放射免疫类等诊断试剂生产,, 艾滋病及放射免疫类等诊断试剂生产
63,11, 药品制剂：采用缓释、控释、靶向、透皮吸收等新技术的新剂型、新产品生产,, 药品制剂：采用缓释、控释、靶向、透皮吸收等新技术的新剂型、新产品生产
64,12, 新型药用佐剂的开发应用,, 新型药用佐剂的开发应用
65,13, 中药材、中药提取物、中成药加工及生产（中药饮片传统炮制工艺技术除外）,, 中药材、中药提取物、中成药加工及生产（中药饮片传统炮制工艺技术除外）
66,14, 生物医学材料及制品生产,, 生物医学材料及制品生产
67,15, 兽用抗菌原料药生产（包括抗生素、化学合成类）,, 兽用抗菌原料药生产（包括抗生素、化学合成类）
68,16, 兽用抗菌药、驱虫药、杀虫药、抗球虫药新产品及新剂型开发与生产,, 兽用抗菌药、驱虫药、杀虫药、抗球虫药新产品及新剂型开发与生产
69,（十 ),化学纤维制造业 ,,化学纤维制造业 
70,1, 差别化化学纤维及芳纶、氨纶、碳纤维等高新技术化纤生产,, 差别化化学纤维及芳纶、氨纶、碳纤维等高新技术化纤生产
71,2, 粘胶无毒纺等环保型化纤的生产,, 粘胶无毒纺等环保型化纤的生产
72,3, 日产400吨及以上纤维及非纤维用聚酯生产,, 日产400吨及以上纤维及非纤维用聚酯生产
73,（十一 ),塑料制品业 ,,塑料制品业 
74,1, 聚酰亚胺保鲜薄膜生产,, 聚酰亚胺保鲜薄膜生产
75,2, 农膜新技术及新产品（光解膜、多功能膜及原料等）开发与生产,, 农膜新技术及新产品（光解膜、多功能膜及原料等）开发与生产
76,3, 废旧塑料的消解和再利用,, 废旧塑料的消解和再利用
77,（十二 ),非金属矿物制品业 ,,非金属矿物制品业 
78,1, 日熔化500吨级及以上优质浮法玻璃生产（限于中西部地区）,, 日熔化500吨级及以上优质浮法玻璃生产（限于中西部地区）
79,2, 日产2000吨及以上水泥熟料新型干法水泥生产（限于中西部地区）,, 日产2000吨及以上水泥熟料新型干法水泥生产（限于中西部地区）
80,3, 年产1万吨及以上玻璃纤维（池窑拉丝工艺生产线）及玻璃钢制品生产,, 年产1万吨及以上玻璃纤维（池窑拉丝工艺生产线）及玻璃钢制品生产
81,4, 年产５０万件及以上高档卫生瓷生产,, 年产５０万件及以上高档卫生瓷生产
82,5, 陶瓷原料的标准化精制、陶瓷用高档装饰材料生产,, 陶瓷原料的标准化精制、陶瓷用高档装饰材料生产
83,6, 玻璃、陶瓷、玻璃纤维窑炉用高档耐火材料生产,, 玻璃、陶瓷、玻璃纤维窑炉用高档耐火材料生产
84,7, 无机非金属材料及制品生产（人工晶体、高性能复合材料、特种玻璃、特种陶瓷、特种密封材料、特种胶凝材料）,, 无机非金属材料及制品生产（人工晶体、高性能复合材料、特种玻璃、特种陶瓷、特种密封材料、特种胶凝材料）
85,8, 新型建筑材料生产（轻质高强多功能墙体材料、高档环保型装饰装修材料、优质防水密封材料、高效保温材料）,, 新型建筑材料生产（轻质高强多功能墙体材料、高档环保型装饰装修材料、优质防水密封材料、高效保温材料）
86,9, 非金属矿深加工（超细粉碎、高纯、精制、改性）,, 非金属矿深加工（超细粉碎、高纯、精制、改性）
87,（十三 ),黑色金属冶炼及压延加工业 ,,黑色金属冶炼及压延加工业 
88,1, 宽厚板生产,, 宽厚板生产
89,2, 镀锌及耐高腐蚀性铝锌合金板、涂层板生产,, 镀锌及耐高腐蚀性铝锌合金板、涂层板生产
90,3, 直接还原铁和熔融还原铁生产,, 直接还原铁和熔融还原铁生产
91,4, 废钢加工,, 废钢加工
92,（十四 ),有色金属冶炼及压延加工业 ,,有色金属冶炼及压延加工业 
93,1, 年产３０万吨及以上氧化铝生产,, 年产３０万吨及以上氧化铝生产
94,2, 低品位、难选冶金矿冶炼（限于合资、合作，在西部地区外商可独资）,限于合资、合作，在西部地区外商可独资, 低品位、难选冶金矿冶炼
95,3, 硬质合金、锡化合物、锑化合物生产,, 硬质合金、锡化合物、锑化合物生产
96,4, 有色金属复合材料、新型合金材料生产,, 有色金属复合材料、新型合金材料生产
97,5, 稀土应用,, 稀土应用
98,（十五 ),金属制品业 ,,金属制品业 
99,1, 非金属制品模具设计、制造,, 非金属制品模具设计、制造
100,2, 汽车、摩托车模具（含冲模、注塑模、模压模等）、夹具（焊装夹具、检验夹具等）设计、制造,, 汽车、摩托车模具（含冲模、注塑模、模压模等）、夹具（焊装夹具、检验夹具等）设计、制造
101,3, 高档建筑五金件、水暖器材及五金件开发、生产,, 高档建筑五金件、水暖器材及五金件开发、生产
102,（十六 ),普通机械制造业 ,,普通机械制造业 
103,1, 三轴以上联动的数控机床、数控系统及伺服装置制造,, 三轴以上联动的数控机床、数控系统及伺服装置制造
104,2, 高性能焊接机器人和高效焊装生产设备制造,, 高性能焊接机器人和高效焊装生产设备制造
105,3, 耐高温绝缘材料（绝缘等级为F、Ｈ级）及绝缘成型件生产,, 耐高温绝缘材料（绝缘等级为F、Ｈ级）及绝缘成型件生产
106,4, 比例、伺服液压技术，低功率气动控制阀，填料静密封生产,, 比例、伺服液压技术，低功率气动控制阀，填料静密封生产
107,5, 精冲模、精密型腔模、模具标准件生产,, 精冲模、精密型腔模、模具标准件生产
108,6, 精密轴承及各种主机专用轴承制造,, 精密轴承及各种主机专用轴承制造
109,7, 汽车、摩托车用铸锻毛坯件制造,, 汽车、摩托车用铸锻毛坯件制造
110,（十七 ),专用设备制造业 ,,专用设备制造业 
111,1, 粮食、棉花、油料、蔬菜、水果、花卉、牧草、肉食品、水产品的贮藏、保鲜、分级、包装、干燥、运输、加工的新技术、新设备开发与制造,, 粮食、棉花、油料、蔬菜、水果、花卉、牧草、肉食品、水产品的贮藏、保鲜、分级、包装、干燥、运输、加工的新技术、新设备开发与制造
112,2, 设施农业设备制造,, 设施农业设备制造
113,3, 农业、林业机具新技术设备制造,, 农业、林业机具新技术设备制造
114,4, 拖拉机、联合收割机等农用发动机设计与制造,, 拖拉机、联合收割机等农用发动机设计与制造
115,5, 农作物秸秆还田及综合利用设备制造,, 农作物秸秆还田及综合利用设备制造
116,6, 农用废物的综合利用及规模化畜禽养殖废物的综合利用设备制造,, 农用废物的综合利用及规模化畜禽养殖废物的综合利用设备制造
117,7, 节水灌溉新技术设备制造,, 节水灌溉新技术设备制造
118,8, 湿地土方及清淤机械制造,, 湿地土方及清淤机械制造
119,9, 水生生态系统的环境保护技术、设备制造,, 水生生态系统的环境保护技术、设备制造
120,10, 长距离调水工程的调度系统设备制造,, 长距离调水工程的调度系统设备制造
121,11, 特种防汛抢险机械和设备制造,, 特种防汛抢险机械和设备制造
122,12, 食品行业的高速、无菌灌装设备、贴标机等关键设备制造,, 食品行业的高速、无菌灌装设备、贴标机等关键设备制造
123,13, 氨基酸、酶制剂、食品添加剂等生产技术及关键设备制造,, 氨基酸、酶制剂、食品添加剂等生产技术及关键设备制造
124,14, 10吨/小时及以上的饲料加工成套设备、关键部件生产,, 10吨/小时及以上的饲料加工成套设备、关键部件生产
125,15, 卷筒纸和对开以上单纸张多色胶印机制造,, 卷筒纸和对开以上单纸张多色胶印机制造
126,16, 皮革后整饰新技术设备制造,, 皮革后整饰新技术设备制造
127,17, 高技术含量的特种工业缝纫机制造,, 高技术含量的特种工业缝纫机制造
128,18, 新型纺织机械、新型造纸机械（含纸浆）等成套设备制造,, 新型纺织机械、新型造纸机械（含纸浆）等成套设备制造
129,19, 公路、港口新型机械设备设计与制造,, 公路、港口新型机械设备设计与制造
130,20, 公路桥梁养护、自动检测设备制造,, 公路桥梁养护、自动检测设备制造
131,21, 公路隧道营运监控、通风、防灾和救助系统设备制造,, 公路隧道营运监控、通风、防灾和救助系统设备制造
132,22, 铁路大型施工及养护设备设计与制造,, 铁路大型施工及养护设备设计与制造
133,23, 园林机械、机具新技术设备制造,, 园林机械、机具新技术设备制造
134,24, 城市环卫特种设备制造,, 城市环卫特种设备制造
135,25, 路面铣平、翻修机械设备制造,, 路面铣平、翻修机械设备制造
136,26, 隧道挖掘机、城市地铁暗挖设备制造,, 隧道挖掘机、城市地铁暗挖设备制造
137,27, 8万吨／日及以上城市污水处理设备，工业废水膜处理设备，上流式厌氧流化床设备和其他生物处理废水设备，废塑料再生处理设备，工业锅炉脱硫脱硝设备，大型耐高温、耐酸袋式除尘器制造，垃圾焚烧处理设备制造,, 8万吨／日及以上城市污水处理设备，工业废水膜处理设备，上流式厌氧流化床设备和其他生物处理废水设备，废塑料再生处理设备，工业锅炉脱硫脱硝设备，大型耐高温、耐酸袋式除尘器制造，垃圾焚烧处理设备制造
138,28, 年产30万吨及以上合成氨、48万吨及以上尿素、45万吨及以上乙烯成套设备中的透平压缩机、混合造粒机制造,, 年产30万吨及以上合成氨、48万吨及以上尿素、45万吨及以上乙烯成套设备中的透平压缩机、混合造粒机制造
139,29, 火电站脱硫技术及设备制造,, 火电站脱硫技术及设备制造
140,30, 薄板连铸机制造,, 薄板连铸机制造
141,31, 平板玻璃深加工技术及设备制造,, 平板玻璃深加工技术及设备制造
142,32, 井下无轨采、装、运设备，100吨及以上机械传动矿用自卸车，移动式破碎机，3000立方米／小时及以上斗轮挖掘机，５立方米及以上矿用装载机，全断面巷道掘进机制造,, 井下无轨采、装、运设备，100吨及以上机械传动矿用自卸车，移动式破碎机，3000立方米／小时及以上斗轮挖掘机，５立方米及以上矿用装载机，全断面巷道掘进机制造
143,33, 石油勘探开发新型仪器设备设计与制造,, 石油勘探开发新型仪器设备设计与制造
144,34, 机电井清洗设备制造和药物生产,, 机电井清洗设备制造和药物生产
145,35, 电子内窥镜制造,, 电子内窥镜制造
146,36, 具有高频技术、直接数字图象处理技术、辐射剂量小的80千瓦及以上医用X线机组制造,, 具有高频技术、直接数字图象处理技术、辐射剂量小的80千瓦及以上医用X线机组制造
147,37, 高场强超导型磁共振成像装置（MRI）的制造,, 高场强超导型磁共振成像装置（MRI）的制造
148,38, 单采血浆机制造,, 单采血浆机制造
149,39, 全自动酶免系统（含加样、酶标、洗板、孵育、数据后处理等部分功能）设备制造,, 全自动酶免系统（含加样、酶标、洗板、孵育、数据后处理等部分功能）设备制造
150,40, 药产品质量控制新技术、新设备制造,, 药产品质量控制新技术、新设备制造
151,41, 中药有效物质分析的新技术、提取的新工艺、新设备开发与制造,, 中药有效物质分析的新技术、提取的新工艺、新设备开发与制造
152,42, 新型药品包装材料、容器及先进的制药设备制造,, 新型药品包装材料、容器及先进的制药设备制造
153,（十八 ),交通运输设备制造业 ,,交通运输设备制造业 
154,1, 汽车、摩托车整车制造（外资比例不超过50%）,外资比例不超过50%, 汽车、摩托车整车制造
155,2, 汽车、摩托车发动机制造,, 汽车、摩托车发动机制造
156,3, 汽车关键零部件制造：制动器总成、驱动桥总成、变速器、柴油机燃油泵、柴油机涡轮增压器、柴油车机外排放控制装置、滤清器（三滤）、等速万向节、减震器、组合仪表、专用高强度紧固件,, 汽车关键零部件制造：制动器总成、驱动桥总成、变速器、柴油机燃油泵、柴油机涡轮增压器、柴油车机外排放控制装置、滤清器（三滤）、等速万向节、减震器、组合仪表、专用高强度紧固件
157,4, 电子控制燃油喷射系统、电子控制制动防抱死系统、安全气囊及其他汽车电子设备系统制造,, 电子控制燃油喷射系统、电子控制制动防抱死系统、安全气囊及其他汽车电子设备系统制造
158,5, 摩托车关键零部件制造：化油器、磁电机、起动电机、盘式制动器,, 摩托车关键零部件制造：化油器、磁电机、起动电机、盘式制动器
159,6, 石油工业专用沙漠车等特种专用车制造,, 石油工业专用沙漠车等特种专用车制造
160,7, 铁路运输技术设备：机车车辆及主要部件设计与制造，线路、桥梁设备设计与制造，高速铁路有关技术与设备制造，通信信号和运输安全监测设备制造，电气化铁路设备和器材制造,, 铁路运输技术设备：机车车辆及主要部件设计与制造，线路、桥梁设备设计与制造，高速铁路有关技术与设备制造，通信信号和运输安全监测设备制造，电气化铁路设备和器材制造
161,8, 城市快速轨道交通运输设备：地铁、城市轻轨的动车组及主要部件设计与制造,, 城市快速轨道交通运输设备：地铁、城市轻轨的动车组及主要部件设计与制造
162,9, 民用飞机设计与制造（中方控股）,中方控股, 民用飞机设计与制造
163,10, 民用飞机零部件制造,, 民用飞机零部件制造
164,11, 民用直升机设计与制造（中方控股）,中方控股, 民用直升机设计与制造
165,12, 航空发动机设计与制造（中方控股）,中方控股, 航空发动机设计与制造
166,13, 民用航空机载设备设计与制造（中方控股）,中方控股, 民用航空机载设备设计与制造
167,14, 轻型燃气轮机制造,, 轻型燃气轮机制造
168,15, 船舶低速柴油机的曲轴设计与制造,, 船舶低速柴油机的曲轴设计与制造
169,16, 特种船、高性能船舶的修理、设计与制造（中方相对控股）,中方相对控股, 特种船、高性能船舶的修理、设计与制造
170,17, 船舶中高速柴油机、辅机、无线通讯、导航设备及配件设计与制造（中方相对控股）,中方相对控股, 船舶中高速柴油机、辅机、无线通讯、导航设备及配件设计与制造
171,18, 玻璃钢渔船、游艇制造,, 玻璃钢渔船、游艇制造
172,（十九 ),电气机械及器材制造业 ,,电气机械及器材制造业 
173,1, 火电设备：60万千瓦及以上超临界机组、大型燃气轮机、10万千瓦及以上燃气-蒸汽联合循环发电设备、煤气化联合循环技术及装备（IGCC）、增压循环硫化床（PFBC）、60万千瓦及以上大型空冷机组（限于合资、合作）,限于合资、合作, 火电设备：60万千瓦及以上超临界机组、大型燃气轮机、10万千瓦及以上燃气-蒸汽联合循环发电设备、煤气化联合循环技术及装备（IGCC）、增压循环硫化床（PFBC）、60万千瓦及以上大型空冷机组
174,2, 水电设备：1５万千瓦及以上大型抽水蓄能机组、15万千瓦及以上大型贯流式机组制造（限于合资、合作）,限于合资、合作, 水电设备：1５万千瓦及以上大型抽水蓄能机组、15万千瓦及以上大型贯流式机组制造
175,3, 核电机组：６０万千瓦及以上机组制造(限于合资、合作),, 核电机组：６０万千瓦及以上机组制造(限于合资、合作)
176,4, 输变电设备：50０千伏及以上超高压直流输变电设备制造（限于合资、合作）,限于合资、合作, 输变电设备：50０千伏及以上超高压直流输变电设备制造
177,（二十 ),电子及通信设备制造业 ,,电子及通信设备制造业 
178,1, 数字电视机、数字摄录机、数字录放机、数字放声设备制造,, 数字电视机、数字摄录机、数字录放机、数字放声设备制造
179,2, 新型平板显示器件、中高分辨率彩色显像管/显示管及玻壳生产,, 新型平板显示器件、中高分辨率彩色显像管/显示管及玻壳生产
180,3, 数字音、视频编解码设备，数字广播电视演播室设备，数字有线电视系统设备，数字音频广播发射设备制造,, 数字音、视频编解码设备，数字广播电视演播室设备，数字有线电视系统设备，数字音频广播发射设备制造
181,4, 集成电路设计与线宽035微米及以下大规模集成电路生产,, 集成电路设计与线宽035微米及以下大规模集成电路生产
182,5, 大中型电子计算机、便携式微型计算机、高档服务器制造,, 大中型电子计算机、便携式微型计算机、高档服务器制造
183,6, 大容量光、磁盘驱动器及其部件开发与制造,, 大容量光、磁盘驱动器及其部件开发与制造
184,7, 计算机辅助设计（三维CAD）、辅助测试（CAT）、辅助制造（CAM）、辅助工程（CAE）系统及其他计算机应用系统制造,, 计算机辅助设计（三维CAD）、辅助测试（CAT）、辅助制造（CAM）、辅助工程（CAE）系统及其他计算机应用系统制造
185,8, 软件产品开发、生产,, 软件产品开发、生产
186,9, 半导体、元器件专用材料开发、生产,, 半导体、元器件专用材料开发、生产
187,10, 电子专用设备、测试仪器、工模具制造,, 电子专用设备、测试仪器、工模具制造
188,11, 新型电子元器件（片式元器件、敏感元器件及传感器、频率控制与选择元件、混合集成电路、电力电子器件、光电子器件、新型机电元件）生产,, 新型电子元器件（片式元器件、敏感元器件及传感器、频率控制与选择元件、混合集成电路、电力电子器件、光电子器件、新型机电元件）生产
189,12, 无汞碱锰电池、动力镍氢电池、锂离子电池、高容量全密封免维护铅酸蓄电池、燃料电池、圆柱型锌空气电池等高技术绿色电池生产,, 无汞碱锰电池、动力镍氢电池、锂离子电池、高容量全密封免维护铅酸蓄电池、燃料电池、圆柱型锌空气电池等高技术绿色电池生产
190,13, 高密度数字光盘机用关键件开发与生产,, 高密度数字光盘机用关键件开发与生产
191,14, 可记录光盘生产（CD-R、CD-RW、DVD-R、DVD-ARM）,, 可记录光盘生产（CD-R、CD-RW、DVD-R、DVD-ARM）
192,15, 民用卫星设计与制造（中方控股）,中方控股, 民用卫星设计与制造
193,16, 民用卫星有效载荷制造（中方控股）,中方控股, 民用卫星有效载荷制造
194,17, 用卫星零部件制造,, 用卫星零部件制造
195,18, 民用运载火箭设计与制造（中方控股）,中方控股, 民用运载火箭设计与制造
196,19, 卫星通信系统设备制造,, 卫星通信系统设备制造
197,20, 卫星导航定位接收设备及关键部件制造（限于合资、合作）,限于合资、合作, 卫星导航定位接收设备及关键部件制造
198,21, 光纤预制棒制造,, 光纤预制棒制造
199,22,622兆比/秒及以上数字微波同步系列传输设备制造,,622兆比/秒及以上数字微波同步系列传输设备制造
200,23,10千兆比/秒以上光同步系列传输设备制造,,10千兆比/秒以上光同步系列传输设备制造
201,24, 宽带接入网通信系统设备制造,, 宽带接入网通信系统设备制造
202,25, 光交叉连接设备（OXC）制造,, 光交叉连接设备（OXC）制造
203,26, 异步转移模式（ATM）及IP数据通信系统制造,, 异步转移模式（ATM）及IP数据通信系统制造
204,27, 移动通信系统（含GSM、CDMA、DCS1800、PHS、DECT、IMT2000等）手机、基站、交换设备及数字集群系统设备制造,, 移动通信系统（含GSM、CDMA、DCS1800、PHS、DECT、IMT2000等）手机、基站、交换设备及数字集群系统设备制造
205,28, 高端路由器、千兆比以上网络交换机开发、制造,, 高端路由器、千兆比以上网络交换机开发、制造
206,29, 空中交通管制系统设备制造（限于合资、合作）,限于合资、合作, 空中交通管制系统设备制造
207,（二十一 ),仪器仪表及文化、办公用机械制造业 ,,仪器仪表及文化、办公用机械制造业 
208,1, 数字照相机及关键件开发与生产,, 数字照相机及关键件开发与生产
209,2, 精密在线测量仪器开发与制造,, 精密在线测量仪器开发与制造
210,3, 安全生产及环保检测仪器新技术设备制造,, 安全生产及环保检测仪器新技术设备制造
211,4, 水质及烟气在线监测仪器的新技术设备制造,, 水质及烟气在线监测仪器的新技术设备制造
212,5, 水文数据采集、处理与传输和防洪预警仪器及设备制造,, 水文数据采集、处理与传输和防洪预警仪器及设备制造
213,6, 新型仪表元器件和材料（主要指智能型仪用传感器、仪用接插件、柔性线路板、光电开关、接近开关等新型仪用开关、仪用功能材料等）生产,, 新型仪表元器件和材料（主要指智能型仪用传感器、仪用接插件、柔性线路板、光电开关、接近开关等新型仪用开关、仪用功能材料等）生产
214,7, 新型打印装置（激光、喷墨打印机）制造,, 新型打印装置（激光、喷墨打印机）制造
215,8, 精密仪器、设备维修与售后服务,, 精密仪器、设备维修与售后服务
216,（二十二 ),其他制造业 ,,其他制造业 
217,1, 洁净煤技术产品的开发利用（煤炭气化、液化、水煤浆、工业型煤）,, 洁净煤技术产品的开发利用（煤炭气化、液化、水煤浆、工业型煤）
218,2, 煤炭洗选及粉煤灰（包括脱硫石膏）、煤矸石等综合利用,, 煤炭洗选及粉煤灰（包括脱硫石膏）、煤矸石等综合利用
219,三、,制造业 ,,制造业 
220,（一 ),食品加工业 ,,食品加工业 
221,1, 黄酒、名优白酒生产,, 黄酒、名优白酒生产
222,2, 外国牌号碳酸饮料生产,, 外国牌号碳酸饮料生产
223,3, 糖精等合成甜味剂生产,, 糖精等合成甜味剂生产
224,4, 油脂加工,, 油脂加工
225,（二 ),烟草加工业 ,,烟草加工业 
226,1, 卷烟、过滤嘴棒生产,, 卷烟、过滤嘴棒生产
227,（三 ),纺织业 ,,纺织业 
228,1, 毛纺、棉纺,, 毛纺、棉纺
229,2, 缫丝,, 缫丝
230,（四 ),印刷及复制业 ,,印刷及复制业 
231,1, 出版物印刷（中方控股，包装装潢印刷除外）,中方控股，包装装潢印刷除外, 出版物印刷
232,（五 ),石油加工及炼焦业 ,,石油加工及炼焦业 
233,1, 炼油厂建设、经营,, 炼油厂建设、经营
234,（六 ),化学原料及化学制品制造业 ,,化学原料及化学制品制造业 
235,1, 离子膜烧碱生产,, 离子膜烧碱生产
236,2, 感光材料生产,, 感光材料生产
237,3, 联苯胺生产,, 联苯胺生产
238,4, 易制毒化学品生产（麻黄素、3，4-亚基二氧苯基-2-丙酮、苯乙酸、1-苯基-2-丙酮、胡椒醛、黄樟脑、异黄樟脑、醋酸酐）,, 易制毒化学品生产（麻黄素、3，4-亚基二氧苯基-2-丙酮、苯乙酸、1-苯基-2-丙酮、胡椒醛、黄樟脑、异黄樟脑、醋酸酐）
239,5, 硫酸法钛白粉生产,, 硫酸法钛白粉生产
240,6, 硼镁铁矿石加工,, 硼镁铁矿石加工
241,7, 钡盐生产,, 钡盐生产
242,（七 ),医药制造业 ,,医药制造业 
243,1, 氯霉素、青霉素G、洁霉素、庆大霉素、双氢链霉素、丁胺卡那霉素、盐酸四环素、土霉素、麦迪霉素、柱晶白霉素、环丙氟哌酸、氟哌酸、氟嗪酸生产,, 氯霉素、青霉素G、洁霉素、庆大霉素、双氢链霉素、丁胺卡那霉素、盐酸四环素、土霉素、麦迪霉素、柱晶白霉素、环丙氟哌酸、氟哌酸、氟嗪酸生产
244,2, 安乃近、扑热息痛、维生素B1、维生素B2、维生素C、维生素E生产,, 安乃近、扑热息痛、维生素B1、维生素B2、维生素C、维生素E生产
